Number of bedrooms,Number of bathrooms,Area,number of floors,Built Year,Price
4,3,8313,2,2008,1270000
3,2,6641,1,1947,875000
4,2.75,24440,2,1996,862500
5,1.5,5402,2,2014,804995
4,3.25,5000,2,2005,799000
3,2,5440,1,1904,785000
4,2.5,3750,2,2000,772000
4,2.5,14300,2,2003,730100
5,2.75,5310,2,2006,725000
3,2,3933,1,1926,724800
2,1,7200,1,1947,720000
5,2.5,6455,2,2009,675000
5,3.25,12353,2,1977,655000
4,2.5,11380,2,1983,645000
3,2.25,4000,1.5,1921,620000
3,2.5,5000,2,2003,619500
3,2.5,6439,2,2005,619000
3,2.5,1984,2.5,2008,611000
2,1,3600,1,1909,605000
3,2.25,2500,2,1987,605000
3,2.25,1221,3,2013,565000
2,2,9604,1,1990,551000
1,1,6700,1.5,1920,540000
3,1.5,3135,1.5,1931,523000
3,2.5,7875,2,2003,522500
2,2.5,1500,2,2006,500000
3,2,2400,1.5,1900,490000
2,1,5000,1,1937,490000
4,2.5,5000,2,2009,480000
3,1.75,4049,1.5,1926,451000
4,2.25,7800,1,1977,446000
3,2.25,7340,2,1984,445000
3,3,24318,1,2010,445000
3,2.5,36847,2,1992,437500
4,2.5,7568,2,2001,433000
3,1.75,4333,1,1956,430000
3,2.5,13218,1,1988,425000
3,2.5,5761,2,1990,408200
3,2.5,83199,2,1973,400000
3,1.75,10541,1,1981,385000
3,3.25,1787,3,2007,379950
3,2.25,1377,2,2005,377500
3,1.5,1751,2,2007,375000
4,2.5,7956,2,2005,375000
4,1.5,9957,1,1972,370000
3,1.75,197326,2,1982,363750
1,1,5100,1,1942,350000
4,2.5,4000,2,2009,350000
4,1,7991,1.5,1962,345000
3,1,6826,1,1944,342000
3,2.5,1663,2,2012,341000
3,1,4800,1,1951,340000
3,1.5,4950,1,1960,330000
3,2,11410,1,1977,317000
4,2.5,8990,2,2003,314000
3,2.25,38377,1,1978,306500
3,2.5,5874,2,2005,306000
2,1,6017,1,1954,282613
3,2.5,15639,2,1987,275000
4,2,4235,1,1955,254000
2,1.5,9643,1,1985,252700
3,2,6660,1,1966,250000
3,2.25,7673,1,1982,249000
4,3.5,6519,2,1986,248000
2,1,6150,1,1941,245000
4,1,7200,1.5,1948,245000
5,1,6032,2,1941,239950
4,2.25,7000,1,1979,239900
3,2,1204,2,2004,238000
5,1.75,5200,1,1978,205000
3,1,18513,1,1940,180000
2,1,5200,1,1955,174500
3,2,4250,1,1944,410000
3,2,55756,1,1954,732000
4,2.5,7475,1,1985,575550
3,2.5,3500,1,1994,534640
2,2,4688,1,1944,488000
3,2.5,8342,2,1986,415000
3,2.25,14110,1,1987,352500
5,2.5,8605,2,1994,297000
5,3.75,10655,2.5,1912,2100000
4,3.25,34460,2,1988,1470000
4,3.5,10769,2,2008,1410000
4,2.5,8684,1,1967,1220000
4,3,6000,1.5,1914,1190000
2,1.75,23400,1,1951,1000000
3,1.5,5000,1.5,1932,924000
4,2.75,3560,1.5,1921,885000
5,3.25,49222,2,1979,869000
4,3.5,5900,2,1937,850000
2,2.5,9374,1,2011,818000
4,2.5,59242,2,1988,810000
5,2,5000,1.5,1907,762000
4,2.5,10452,2,1993,755000
4,2.5,64441,2,2013,749950
3,1.75,4905,1,1912,700000
3,2,5100,1.5,1940,690000
2,2.25,958,3,2007,640000
4,2.5,4200,2,1998,611000
5,1.75,11900,1.5,1973,602000
2,2,9191,1.5,1928,592500
3,2.25,7350,1,1977,588000
4,2.5,4945,2,2013,575000
3,2.25,9791,1,1984,572500
4,2.25,10698,2,1979,565000
4,1,4690,1.5,1945,560000
3,3.5,3174,2,1997,530000
4,1.75,2983,1,1979,525000
3,1.75,3825,1,1974,524950
3,2.5,2096,2,2008,518000
4,2,3250,1.5,1901,487250
3,1,4100,1.5,1926,485000
2,2.25,1240,3,2004,485000
3,1.75,7706,2,1908,485000
3,2.25,1445,2,2005,482500
4,3.5,435600,2,2005,480000
3,2.5,2053,3,2005,477000
2,1,3825,1,1929,475000
4,2.5,10043,1,1968,475000
3,1.75,28600,1,1967,464000
3,1.5,990,1.5,1928,462000
5,1.75,10530,1,1966,462000
2,1,7193,1,1926,461000
5,2.75,12687,1,1978,446000
3,1.75,10200,1,1967,442500
2,1.5,1968,1.5,1906,440000
3,2.5,3360,2,2009,433500
3,2.5,15124,2,1995,429000
2,1,4000,1,1924,413500
4,2.75,5257,2,1966,411000
4,2.5,8290,2,1999,390000
3,2.5,1613,2,2014,386591
3,2.5,3565,2,1999,373000
2,1.5,4680,1,1908,368000
2,1,2334,1,1945,367000
4,2.75,9300,1,1945,366500
3,1,189486,1,1960,359950
3,2.25,7200,2,1985,350000
4,2.5,8601,2,2003,339000
4,2,7800,2,1906,333000
3,2.5,7757,2,1990,320000
4,1.75,8045,1,1976,319950
3,1,7500,1,1960,307000
3,1.75,12247,1,1981,305000
5,3,9752,1,2007,298450
3,2.75,7900,1,1978,296500
4,2.5,7280,2,1988,290000
5,1.5,7700,1.5,1962,290000
4,1.75,13629,1,1955,285000
1,1.5,3211,2,1982,285000
3,2.5,9675,2,1993,280000
3,2.5,1916,2,2005,280000
2,1,9912,1,1980,256500
4,1.5,8250,1,1953,251200
3,2.25,7941,2,1986,247000
2,2,3128,2,2005,241000
2,1,9612,1,1981,225000
2,2.25,2040,2,1979,215000
3,1,7275,1,1970,215000
3,1,21043,1,1942,210000
2,1,4743,1,1942,141800
3,1,7620,1,1954,137000
2,1,5000,1,1941,110700
4,3.5,16953,1,1962,1800000
4,3.75,4545,1.5,1926,1740000
3,1.75,8965,1,1957,1690000
4,3.5,74052,1,2001,1300000
4,2,7861,1,1970,1280000
4,3.5,16643,1,1995,1210000
6,3,3192,2,1919,1130000
3,2,6888,2,1939,1100000
4,2.75,13777,1.5,1926,978000
4,3.5,5086,2,2008,953007
4,2.25,41984,1,1967,925000
4,2.25,13875,1,1938,879950
4,2.75,8097,2,2014,860000
3,1.5,1050,2,1915,792000
4,3.5,4684,2,2009,785000
3,2.25,1204,3,2014,772000
4,2.25,12100,1,1976,765000
4,1.75,13300,1,1987,760000
6,2,4505,1,1952,755000
3,2.5,10773,2,1992,749950
4,2.5,7331,2,2004,730000
2,1,4000,1,1923,710000
4,1,4021,1.5,1921,700000
4,2.5,7945,2,2006,699000
4,3,28300,1,1954,675000
3,2.25,10260,2,1987,675000
4,2.5,12028,2,1982,639000
4,2.5,8048,2,2007,625000
3,2.5,9041,2,2004,620000
3,2.5,4105,2,1992,619500
4,2.75,13193,1,1965,615000
3,2.5,4975,2,2014,599950
5,2.25,12478,2,1977,598000
4,1.75,6060,1,1926,575000
2,1.75,4025,1,1908,570000
3,2.5,158558,1,1987,555000
3,2.5,5802,2,2001,551000
3,1.5,4773,2,1941,525000
4,3.5,10000,2,1942,520000
4,2,9350,1,1967,519900
4,2.5,8765,2,2006,515000
3,2,8118,1,1963,507500
3,2.5,1200,3,2008,500000
5,3.5,43560,2,1989,499950
4,1.75,4300,1.5,1925,494000
3,1,8190,1,1946,490000
5,3.5,2975,3,2015,490000
2,1.75,5120,1,1951,483945
4,2.75,3960,1,1986,480000
3,2.5,889,3,2008,479000
4,1.75,7775,1,1950,475000
3,2.25,1213,2,2005,467000
1,2.25,10350,1,1976,458000
4,1,3760,1.5,1900,452000
3,1.5,44866,1,1953,450000
2,1.75,4000,2,1948,440000
3,1.5,1443,3,2007,440000
3,2,251341,2,2003,439000
3,1.75,4500,1,1906,430000
4,2.5,8494,2,2004,426000
4,1.75,6909,1,1941,423000
2,1,60113,1,1943,415000
3,2.25,2377,2,2008,415000
3,2.5,3168,2,2014,409316
5,2.5,4781,2,2001,405000
2,1,6375,2,1945,396675
3,1.5,2940,1.5,1920,395000
4,2.25,14258,1,1965,390000
4,1,4440,1.5,1929,387500
2,2.25,1280,2,2012,387000
3,1.5,9630,1,1959,385000
3,2.5,4000,2,2003,384000
4,3,9764,2,2002,380000
3,1.75,1468,2,2008,380000
2,1,4000,1,1947,376000
4,1.75,10523,2,1922,372500
4,2.25,6953,2,1999,350000
5,3.5,5120,2.5,1903,345600
3,1.5,11200,1,1954,345000
3,1,10050,1,1967,335000
2,1,8308,1,1948,330000
3,1,43124,1,1959,330000
4,2.5,3680,2,2013,329995
3,2.5,4905,2,2004,329900
4,2.5,6765,1,1947,329000
6,3,7200,1,1966,326000
4,2.25,9680,1,1959,325000
3,1.75,7225,1,1965,320000
3,2.25,31626,1,1987,315000
2,1,6969,1,1955,315000
3,1,7500,1.5,1918,309000
2,2.5,2656,2,2009,305000
3,1,9900,1,1955,300000
3,1,7735,1,1967,300000
6,5.25,5682,2,1978,300000
3,1,8000,1,1950,299950
3,1.75,9788,1,1964,291000
3,1.75,10716,1,1969,290000
3,2.5,4700,2,2002,289000
4,2.5,6687,1,1983,288400
2,1,5340,1.5,1906,271310
2,1,8424,1,1953,268500
3,1.75,7775,2,1982,263000
4,2.5,6671,2,1989,260000
3,2,7770,1,1990,259900
3,1,8625,1,1957,259000
4,2,7560,1,1978,250000
4,1.5,6300,1,1961,250000
2,1,5522,1.5,1943,243000
3,1.5,9936,1,1967,219950
4,1.75,28710,1,1950,210000
4,2,6025,1,1978,206000
3,1,5000,1,1967,200000
1,1,1060,1,2007,194000
2,1,7692,1,1926,192500
3,1.75,9628,1,1969,120750
5,4.75,8401,2,2005,2700000
3,3.25,7200,2,2007,1580000
3,2.5,26027,2,1992,1550000
4,3.25,5800,2.5,1909,1510000
4,2.5,3600,2,2008,1220000
3,2.25,40946,2,1978,1190000
4,3.25,8519,1,2007,1130000
2,1.75,8400,2,1987,1070000
3,4,13095,2,2009,1030000
4,2.75,6120,2,1926,1000000
5,4,36450,2,1977,975000
4,3.25,5420,1,1963,970000
5,3.75,6000,2,2006,950000
5,3,13927,1,1973,895000
4,2.75,9614,2,1998,815000
4,2.75,13059,2,1998,744000
3,2.5,1159,3,2000,720000
4,2.5,247421,2,2001,712000
4,2.5,46173,2,1996,700000
4,3.25,7875,2,2006,700000
4,2.75,8632,1,1972,691000
4,2.5,6420,1,1964,668750
4,3.5,13402,2,1994,655000
4,2.25,6180,1,1948,635000
4,2.5,48706,2,1986,625000
4,2.75,14803,2,1988,619420
4,2.5,5226,2,2001,600000
3,2.25,9053,2,1987,600000
4,2.5,5776,2,1998,589000
3,2.5,6093,2,1999,567000
3,2.25,3600,2,1998,556000
3,3,1168,2,2007,556000
5,3.25,1074218,1.5,1931,542500
3,1.75,62290,1,1983,540000
3,2,1691,2,2007,540000
4,2.5,5790,2,1994,535800
2,1,4841,1,1939,535000
3,2.75,10362,2,1998,525000
3,1,4000,1,1948,525000
4,2.5,11446,2,1992,520000
3,2.5,7604,2,1990,512500
3,3.5,6250,2,1997,495000
4,2,2250,1,1909,475000
4,2,6150,1,1945,452000
2,1,4000,1,1940,450000
4,2.25,12007,1,1979,442000
3,1,3000,1,1906,430000
3,2.75,11160,2,1994,430000
3,2.5,49928,2,1985,429000
1,1,40946,1,1945,420850
3,2,4421,1,2007,413800
3,1.75,9620,1,1962,405000
3,1.75,12446,1,1967,396450
3,2.25,1471,2,2003,389999
3,2,7947,1,1961,385500
5,2.25,11965,2,1990,382000
3,1.75,9416,1,1961,374000
3,2.5,7484,2,1988,368250
2,0.75,7710,1,1909,360000
3,2.5,1131,3,2009,360000
3,1.5,7790,1,1969,350000
4,2.75,5453,1,2002,344500
4,2.5,4228,2,2014,334990
3,2.25,10500,2,1995,332500
3,1,9126,1,1969,330000
3,1,6750,1,1947,325000
4,2.25,9000,1,1978,318989
2,1,13700,1,1949,300000
3,2.5,6014,2,2002,299900
2,1,5240,1,1925,299800
3,2.25,3230,2,1997,288400
3,1.75,6000,1.5,1935,285000
3,2.5,6326,2,1993,275000
3,1.75,10905,1,1957,270000
6,2,8797,1,1977,260000
3,2.5,8991,1,1969,256750
3,1.5,9039,1,1973,255000
3,2,7258,1,1984,250000
2,1,5500,1,1947,249900
3,1.5,23819,1,1953,246000
2,1.75,7200,1,1993,240000
5,2,6120,1.5,1941,230000
2,1,111949,1,1940,225000
3,1,9126,1,1956,220000
4,2.5,8005,2,1993,220000
3,1,7874,1,1956,218000
3,1,4842,1,1916,210000
4,1,5200,1.5,1945,200000
4,2,8120,2,1950,199000
3,1.75,7350,1,1981,195000
2,1,3899,1,1972,195000
2,1.75,7600,1,1980,189650
3,1.75,13056,1,1962,175000
3,1,25000,1,1966,150000
4,5.5,10320,2,2008,2150000
3,2.5,12824,1,1966,1600000
3,1.75,7200,1,1973,1180000
3,2.75,12130,2,1987,1170000
6,4.5,219542,2,1996,1150000
4,3,9200,1,1976,1080000
4,3.25,35021,2,1983,1050000
4,2.5,12590,1.5,1988,1050000
4,3.75,5474,2.5,2007,1050000
4,3,18687,2,1996,1000000
4,2.75,4000,1.5,1912,940000
3,1.5,4800,2,1907,926300
4,3.25,10890,1.5,1963,910000
4,3.25,6744,2,1923,850000
4,2.75,6000,1,1950,805000
4,2.5,8001,2,1987,770000
4,2.5,18199,2,1998,749000
3,2,3207,1,1916,677000
4,2.5,17388,2,1996,665000
3,2.5,4332,2,2010,660000
3,2.5,10496,2,1989,657500
4,1.75,8520,1,1954,657000
4,2.5,12394,2,1999,655000
4,1.75,7005,1,1947,648360
4,2.5,13978,1,1977,635700
3,1.75,12558,1,1984,625000
4,2.5,8107,2,2000,622500
4,2.75,14982,1,1981,604700
3,1.75,5100,1,1908,600000
4,3,8240,1,1968,592500
4,1.75,42200,1,1950,585000
4,2.25,8140,1,1977,555000
3,2.25,1596,2,2002,505000
2,1.75,59612,1,1948,503000
2,1.75,1750,1,1904,494400
4,2,5000,2,1907,492000
5,2.25,9600,1,1978,482000
4,2.25,34293,2,1983,480000
3,2.25,8008,1,1981,475000
3,2.25,1578,2,2007,432000
3,2.75,14925,1,1982,432000
3,3.5,1612,2,2008,431500
4,3,8936,2,1990,430000
2,2.5,1588,2,2007,430000
3,2.25,7221,1,2006,408000
3,1,6250,1,1942,400000
2,1,10945,1.5,1983,398000
4,2.5,8060,2,1991,389950
3,1,7300,1,1956,385000
2,2.5,987,2,2011,380000
5,3.5,4670,2,2013,380000
2,1,3330,1,1918,373500
4,2.75,67518,1,1965,370000
3,1,4046,1.5,1922,361000
3,1.5,885,3,2008,359000
2,1.75,16470,1,1977,356000
3,2.25,959,3,2005,355000
2,1,1600,2,1979,353250
1,1,1279,2,2008,353000
4,2.5,3723,2,2014,349900
3,1,7876,1,1966,348580
3,1,6109,1,1951,337000
5,2.25,7900,1,1986,330000
4,3.5,6202,2,2005,330000
3,2.5,7208,2,1994,324000
3,2.25,1292,3,2010,321000
3,2,10500,1,1978,320000
3,2.25,844,2,2007,320000
2,1,5824,1,1949,319950
3,1.5,7500,1,1976,307000
4,1.75,169448,1.5,1942,305000
3,3,7440,1,1954,301350
6,2,10812,1,1943,300000
5,2.5,6000,2,2006,300000
4,2,10640,1,1978,295000
1,0.75,14149,1,1962,275000
4,3,6180,2,1990,273000
2,1.5,867,2,2005,270000
3,2.5,3569,2,2011,259000
4,2.75,7264,2,1998,254500
2,1,8532,1,1959,249950
4,2,8000,1,1967,245000
4,2.5,7403,2,1988,243500
4,2.25,8300,1,1973,240000
2,1,11250,1,1938,235750
3,1,6000,1,1956,219900
3,1,5330,1,1969,180000
2,1,4500,1,1922,180000
4,1.5,7292,1,1962,180000
2,2.5,2174,2,1998,168000
2,1,10270,1,1954,150000
4,3.5,11600,2,1990,1610000
4,3,5432,1,1988,1330000
4,3.5,172497,2,2003,1200000
3,4,42769,2,1983,1050000
4,3,5854,1,1967,980000
5,3.25,7452,2,1999,950000
4,2,13367,1,1952,945000
4,2.25,9200,1,1976,902000
3,3.5,217697,1.5,2000,900000
4,3.5,196817,2,1993,799950
4,2.75,7200,2,2005,788600
4,2.5,9614,2,1991,782000
3,2.5,9157,2,1984,735000
4,2.5,36601,2,1987,675000
4,2,6750,1,1951,670500
3,2.75,9550,1,1966,665000
3,1.75,3600,1.5,1926,662990
4,4,6250,1.5,1940,661254
4,2.75,5700,1,1951,648475
3,1.75,3975,1,1926,641000
3,2.5,10092,1,1984,625000
3,1,8114,1,1951,607000
3,1,3920,1,1947,606000
3,2.75,5562,1.5,1926,599000
2,1.5,4500,1,1924,595000
3,2,4572,1.5,1931,585000
3,2.5,1173,3,2008,580000
5,2.5,16905,2,1991,556000
4,2,12905,1,1965,554820
3,1,5000,1,1919,552000
3,2.5,5400,2,1992,550000
3,2,9152,1,1959,550000
4,3,213879,2,1987,549900
3,2.5,7620,2,1994,535000
4,1.75,5000,1,1951,530000
1,0.75,59677,1,1999,527550
3,1.75,3420,1,1992,526000
2,1,6500,1,1941,515000
2,2,8282,1,1924,498000
3,1,2580,1.5,1910,478000
3,1.75,8645,1,1973,467100
4,2.75,20720,1,1967,465425
3,1.75,5500,1.5,1925,464600
3,1.75,2580,1,1919,462000
3,1,4005,1.5,1939,460000
3,2,4080,2,1923,449950
3,2,8702,1,1987,445000
4,2.5,10400,1,1965,440000
4,2.5,12067,2,2002,439950
4,1.75,9600,1,1966,433000
3,1.5,9762,1,1963,416000
3,2,9641,1.5,1983,410000
4,3,35621,1,1989,404000
3,2,1827,2,2005,402000
3,1.75,12676,2,1911,399500
4,2.5,7155,2,1993,388000
3,1,5612,1,1942,383000
2,1,6380,1,1940,379000
5,1.75,8399,1,1942,377691
2,2.5,1468,2,2006,375000
3,2,1323,3,2006,360000
3,2,1186,3,2007,355000
3,2,78408,1,1964,354800
3,1,11244,1,1947,350000
4,2.5,8476,1,1983,335000
4,2.5,6080,1,1965,334000
3,1,6862,1,1952,325000
2,1,13500,1,1946,306000
4,2.5,9898,2,2001,300000
2,1,7788,1,1947,300000
4,1.5,15531,2,1979,275000
3,1.75,7540,1,1988,258000
3,2,8371,1.5,1984,255000
4,1,8960,1,1943,244000
4,2.5,39639,1,1970,235000
2,1,1730,1.5,2007,235000
2,1,11867,1.5,1975,225000
3,1,9633,1,1982,218000
4,1,11507,1,1966,200000
2,1,44431,1,1958,175000
3,1,8645,1,1955,149000
3,1,10500,1,1967,132500
2,1,7500,1,1943,90000
1,0.75,5050,1,1912,80000
5,4,4443,3,2004,2000000
4,4.25,68257,2,1998,1680000
4,2.5,7000,2,2005,820000
2,1,4320,1,1924,501000
3,2.5,5782,2,1989,496700
3,1,3000,1.5,1924,479000
3,2.5,4399,2,2007,440500
4,1.75,9300,1,1979,372000
4,1.5,10026,2,1996,347000
3,1.75,6908,1,1994,245000
2,1,7200,1,1943,199000
3,3,28000,1,1981,675000
3,2.5,7410,1,1955,355300
4,3.5,3435,1.5,1984,325000
3,2.5,4200,2,2003,295000
3,1.75,8459,1,1991,195000
3,2,35169,1,1989,880000
4,2.5,8810,2,2004,690000
2,1.5,19877,1,1976,460000
3,1.5,1468,1,1956,379950
3,2.5,4050,2,2001,370000
4,2.5,3916,2,2009,346000
3,1,5000,1,1960,276000
3,1,8800,1,1972,172500
4,3.25,13000,2,2000,1800000
5,4.5,14685,2,2009,1710000
4,3.5,4815,2,1937,1660000
3,3.25,19000,2,1985,1600000
4,3.75,5850,2,1927,1570000
4,3.75,9525,2.5,1997,1380000
4,3,11533,2,2004,1150000
3,2.75,4050,1.5,1926,1100000
4,2.5,7200,1,1921,1050000
3,2.25,6339,1.5,1932,994000
5,3,15185,2,1964,970000
3,3.75,5797,2,1951,967500
5,4,15200,2,2005,960000
4,2.25,10687,2,1978,949880
4,3,29043,2,1991,857000
4,2.5,50662,1,1978,830000
4,2.5,7200,1,1952,800000
3,3,2152,1.5,1925,780000
4,2.5,7399,2,2009,760000
3,2.5,7256,2,2014,754950
2,2,5400,1.5,1902,751750
5,2.75,5211,2,2004,735000
3,2.5,1987,2,2004,732000
3,2,4750,1,1951,730001
4,2.5,12899,2,1990,725000
3,1.5,4774,1.5,1940,725000
2,2.5,5581,1,2002,715000
4,3,4000,1.5,1913,688000
3,2.5,7700,2,2001,685000
3,2.5,7680,2,1940,675000
3,3.5,3475,2,2005,627000
3,2.25,217800,2,1979,587000
3,1.75,7735,1,1983,585000
3,1.75,36210,1,1977,570000
5,4.5,40902,2,2001,569950
4,4.25,3565,2,1940,540000
2,1,5527,1,1951,535000
4,2.5,5600,2,1921,535000
3,1,3328,1.5,1924,529000
3,1.75,78844,1,1977,527500
5,3,3800,1.5,1926,525000
4,2.5,6473,2,2005,515000
3,2.25,4539,2,1988,500000
3,3.5,1501,2,2014,499950
4,2.25,9144,1,1956,495000
3,2.5,1548,3,2013,495000
3,2.5,2550,3,1985,488000
3,1,4945,1,1943,480000
4,2.75,6270,2,1978,477000
3,2,11502,1,1984,475000
4,3.5,234352,2,1991,475000
2,1,6000,1,1942,468000
3,2,8640,1,1967,465000
3,3.5,1431,2,2006,460000
3,1.75,4030,1,1925,457500
3,2.5,8252,2,1998,455600
3,2,10311,1,1975,455500
4,3.25,5311,2,2009,450800
4,2.5,8515,2,1999,450000
3,2.5,5449,2,2003,445830
3,1.75,12940,1,1961,438000
3,1,4000,1.5,1928,435000
2,1,3780,1,1910,427000
3,2.25,8868,1,1964,415000
5,1.5,10226,1,1961,415000
3,1.75,8100,1,1949,405000
2,1,6490,1,1942,405000
2,1,6120,1,1940,400000
3,3,1051,3,2009,399950
4,2.5,9292,2,1979,399000
5,2,10750,1,1962,389000
3,1.75,8775,1,1973,375000
3,1.5,7294,1,1965,375000
2,2.25,835,2,2009,370000
3,1,9206,1.5,1954,360000
3,1,9467,1,1954,360000
4,2.25,4970,2,2003,355000
2,1.5,844,2,2005,345000
4,2,6250,1,1941,344950
4,1,13372,1,1955,330000
3,1,5952,1,1964,329000
3,1,12375,2,1970,326500
2,1,7683,1,1942,326100
3,1.75,13095,1,1983,325000
3,1.75,6205,1,1948,313000
4,2.5,4473,2,2003,312900
3,1.5,1374,3,2004,312000
4,1,9288,1,1968,305000
3,1,7500,1,1972,304000
5,1,6400,1,1955,295832
4,2.5,235063,1,1973,293000
5,3,7199,1,2003,292050
4,2.5,6406,2,2004,283200
3,2.5,15711,1,1994,282000
3,1,6250,1,1943,280000
3,1.75,7415,1,1987,274950
4,2,6600,1,1967,268000
3,2.5,7741,1,1983,265000
3,2.5,2700,2,2014,263900
3,2,8018,1,2003,260000
3,1,8100,1,1955,255000
3,1,5250,1,1971,244000
4,2.5,9600,1,1961,200000
2,1,9350,1,1918,160000
4,3,18000,2,2000,2000000
8,3.5,6480,2,1959,1970000
4,3.25,7000,2,1900,1400000
4,3.25,9160,1,2005,1400000
4,2.5,10800,1,1946,1290000
4,2.75,6982,2,1951,1210000
3,2.5,23180,1,1937,1180000
2,1.75,11900,1,1950,1100000
7,4,34830,1,1957,999000
6,2.75,17580,1,1959,968000
4,2.25,4560,2,1929,960000
3,2.5,7000,2,1943,925000
6,2.75,24773,1.5,1950,900000
5,1.5,28014,1,1963,898000
3,2.75,4280,1,1917,875000
3,2,5400,1.5,1906,840500
4,2.75,2800,2,1906,840000
4,2.5,8405,2,2000,840000
4,1.75,4000,2,1924,840000
3,2.5,5503,2,1995,820000
4,2.25,3800,2,2001,815000
4,3,209523,2,1984,799000
4,3.5,8095,2,2007,782000
3,1.75,9800,1,1947,745000
2,1.75,4800,1,1923,740000
4,2.25,46355,2,1998,740000
3,2.5,5400,2,2005,739000
2,1.75,5500,1.5,1925,700000
4,3.5,5099,2,2006,700000
4,2.5,7277,2,2006,681716
3,1,6356,1.5,1907,681000
3,2.5,10370,2,1987,665000
4,2.5,5669,2,2003,655000
3,2.5,5500,1.5,1921,635000
4,2.5,43101,2,1993,630000
3,2.25,7741,2,1986,621138
4,2,38141,1,1960,600000
3,1.75,7416,1,1967,600000
4,2.75,2750,1,1917,599000
3,2,6150,2,1926,590000
3,1,6000,1.5,1932,589000
5,2,6000,1,1945,580000
7,4.5,9066,1,1978,565000
3,2.5,4270,2,2006,555000
4,1,34848,1,1933,550000
4,2.5,10414,1,1974,544500
3,2.5,12920,2,1999,537000
3,2.5,4006,2,1994,535000
4,2.5,7178,2,2004,515000
3,1.75,4000,1,1951,510250
4,1.5,8800,1,1961,510000
4,2.5,4473,2,2012,499950
4,2.5,4367,2,2003,490000
3,2,12150,1,1994,479900
2,3.25,1243,3,2000,474800
6,3.25,23326,1,1967,465000
3,2.25,5752,2,2003,465000
4,3,52983,2,1991,460000
3,1,4600,1,1917,450000
3,1.75,6480,1,1947,438750
3,1.75,5100,1,1965,432500
3,3.75,7140,1,1943,430000
2,1.75,6315,1,2005,429000
4,2.75,9545,1,1979,425000
3,1.75,22320,1,1977,420000
3,2.5,3757,2,2006,395000
3,2,8281,1,1949,380000
3,1,2296,1,1908,370000
4,2.5,18645,2,1995,370000
3,1.5,12240,1,1963,365000
4,2.5,7204,2,2008,363000
2,1,3200,1,1920,355000
3,2.5,9701,1,1990,355000
2,1,4000,1,1940,345000
4,2,3132,1,1910,335000
3,2.75,28000,1,1958,326000
2,2.5,1609,2,2005,325000
3,2,3731,1,1993,315000
3,1,19901,1.5,1927,310000
3,2.5,11193,2,1984,306000
3,1,11776,1,1968,305000
3,1,9624,1.5,1954,299000
2,1,6240,1,1954,285000
4,1,6250,1,1964,277000
3,1.5,8960,1,1953,270000
3,1.75,4127,1,1918,270000
3,2.5,4400,2,2007,267000
3,1.5,9600,1,1966,266200
2,1,8187,1,1952,254000
3,2,7480,1,1992,254000
3,2,8640,1,1968,253400
3,1.75,7958,1,1996,245100
3,2.5,4030,2,1999,244615
3,1.75,9645,1,1979,242000
4,2.25,9485,1,1989,236000
3,2,24829,1,1979,225000
3,2.5,6755,2,1994,225000
3,1.5,7300,1,1964,224000
3,1,5002,1.5,1946,220000
2,1,8865,1,1943,215000
3,1.75,8075,1,1983,215000
2,1.5,1157,2,2007,210000
2,2,3171,1,1927,189000
2,2,1302,2,1986,186950
2,1,2699,1,1996,175000
3,1,10125,1,1969,168500
2,1,9003,1,1949,157500
2,1,4222,1,1942,151000
3,1,7680,1.5,1910,150000
2,1,6685,1,1948,135000
3,1,15600,1,1978,124740
6,4.25,15682,3,1999,3100000
4,3.25,21000,2,1952,2750000
4,3.5,13586,1.5,1935,2450000
4,4.25,6000,2.5,1909,1430000
5,3.5,13703,2,1984,1360000
4,3.5,13392,2,2000,950000
3,2.5,9136,2,1991,860000
4,2.25,6660,1.5,1940,820000
5,3.25,12160,1,1967,790000
5,3,2440,1.5,1911,750500
4,2.25,8680,1,1959,723000
3,2.5,4555,2,2006,695000
4,2.5,9904,2,1990,690000
3,1.75,7313,1,1960,685000
3,2.25,4000,1.5,1927,680000
4,2.75,6707,2,2000,672500
3,2.5,21587,2,1992,672000
4,2.75,6166,2,2008,658000
3,2.5,6050,2,2008,650880
3,3.25,1229,2,2008,645000
4,1.75,4240,1,1921,635200
4,2,3400,1.5,1915,619000
4,2.5,6850,2,1999,602500
3,1.75,19876,1,1993,600000
3,2,5000,1,1928,595000
4,2.5,22594,2,1996,565000
5,2,9488,1,1900,550000
3,1.5,5085,1,1940,540000
3,2.5,1016,3,2003,535000
3,1,6420,1,1944,529000
5,2.5,9216,2,2003,525000
3,3,5238,1.5,1989,525000
3,1.5,3800,2,1929,510000
3,2,54014,2,1988,503000
4,1,4300,1.5,1916,485000
3,1,7800,1,1924,475300
6,2.5,14034,1,1965,472000
4,2.25,10002,1,1968,452000
4,2,7725,1,1956,450000
4,2.75,4344,2,2012,449950
4,1.75,4725,1.5,1944,445000
2,1,5000,1,1951,436500
3,1.75,52256,1,1985,412000
3,2,14404,1,1988,405000
5,1.75,10000,1,1963,405000
2,1,1173,2,1943,402000
4,1.5,7200,1,1965,400000
4,2.75,3867,1,1987,400000
5,2,9747,1,1962,400000
4,2,12056,1,1955,400000
2,1,1824,1.5,1909,395000
2,1,7000,1,1952,389000
2,1,4800,1,1919,367500
4,2.5,22653,2,2011,350000
